Beschreibung;Typ;Registertyp lesen;Registertyp schreiben;rw;Adresse;Register;Multiplikator;Unit;Min;Max;Inc;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
Heizkreis 4 Raumkorr. Fernbedienung;FLOAT;3;;rw;20742;20743;;°C;-6.00;6.00;0.50;;;;;;;;;;;;;;;;;;;;;
"Heizkreis 4 Pumpenabschaltung bei
Überschreitung der Raumtemp. Raumregler";WAHL;3;;rw;21076;21077;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Eingang externer Kontakt FR25;WAHL;3;;rw;21077;21078;;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Raumkorrektur über App/Web;WAHL;3;;rw;23841;23842;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Fernleitungspumpe;WAHL;3;;rw;20744;20745;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Heizkreis 4 Sommer-Badheizen;WAHL;3;;rw;20745;20746;;;;;;Sommer-Badheizen Aus;Sommer-Badheizen Ein;Sommer-Badheizen Auto;;;;;;;;;;;;;;;;;;
Heizkreis 4 Sommer-Badheizen Puffer-Mindesttemperatur;INT;3;;rw;20746;20747;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Sommer-Badheizen Tagesuhr Mo-So;TPROG;3;;rw;20747;20748;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Sommer-Badheizen Vorlauf-Soll;INT;3;;rw;20751;20752;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Boilervorrang bei Sommer-Badheizen;WAHL;3;;rw;21078;21079;;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Fühler Sommer- Badheizen Puffer- Mindesttemperatur;WAHL;3;;rw;24112;24113;;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Heizkreis 4 Estrich;WAHL;3;;rw;20752;20753;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Estrich pausiert;WAHL;3;;rw;21079;21080;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
"Heizkreis 4 Loxone Verbindungsausfall Notbetrieb 
Solltemperatur";INT;3;;rw;21080;21081;;°C;1;90;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 ;WAHL;3;;rw;20753;20754;;;;;;Nicht vorhanden;Pumpe;Mischer Radiatoren;Loxone/Modbus;Mischer FBH;;;;;;;;;;;;;;;;
Heizkreis 5 Steilheit;FLOAT;3;;rw;20754;20755;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Steilheit FBH;FLOAT;3;;rw;21081;21082;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Vorlauftemperatur Minimum;INT;3;;rw;20756;20757;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Vorlauftemperatur Minimum FBH;INT;3;;rw;21083;21084;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Vorlauftemperatur Maximum;INT;3;;rw;20757;20758;;°C;1;95;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Vorlauftemperatur Maximum FBH;INT;3;;rw;21084;21085;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Mischerlaufzeit;INT;3;;rw;20758;20759;;Sek;10;300;5;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Fernbedienung;WAHL;3;;rw;20759;20760;;;;;;Nicht vorhanden;FR25 (analog);FR35 (digital);FR40 (digital);ext. Schaltkontakt;KNX;Modbus;;;;;;;;;;;;;;
Heizkreis 5 Fernbedienung;WAHL;3;;rw;20760;20761;;;;;;mit Raumfühler;ohne Raumfühler;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Anzeige Fernbedienung;WAHL;3;;rw;20761;20762;;;;;;Boiler A;Boiler 1;Boiler 2;Boiler 3;Zentralpuffer;Boiler B;Fühler FWS;Zusatzpuffer HKM1;Zusatzpuffer HKM2;;;;;;;;;;;;
Heizkreis 5 FR40-Ansicht;BITFIELD;3;;rw;21085;21086;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 FR40-Ansicht;BITFIELD;3;;rw;23993;23994;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Raumkorr. Fernbedienung;FLOAT;3;;rw;20762;20763;;°C;-6.00;6.00;0.50;;;;;;;;;;;;;;;;;;;;;
"Heizkreis 5 Pumpenabschaltung bei
Überschreitung der Raumtemp. Raumregler";WAHL;3;;rw;21087;21088;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Eingang externer Kontakt FR25;WAHL;3;;rw;21088;21089;;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Raumkorrektur über App/Web;WAHL;3;;rw;23842;23843;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Fernleitungspumpe;WAHL;3;;rw;20764;20765;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Heizkreis 5 Sommer-Badheizen;WAHL;3;;rw;20765;20766;;;;;;Sommer-Badheizen Aus;Sommer-Badheizen Ein;Sommer-Badheizen Auto;;;;;;;;;;;;;;;;;;
Heizkreis 5 Sommer-Badheizen Puffer-Mindesttemperatur;INT;3;;rw;20766;20767;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Sommer-Badheizen Tagesuhr Mo-So;TPROG;3;;rw;20767;20768;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Sommer-Badheizen Vorlauf-Soll;INT;3;;rw;20771;20772;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Boilervorrang bei Sommer-Badheizen;WAHL;3;;rw;21089;21090;;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Fühler Sommer- Badheizen Puffer- Mindesttemperatur;WAHL;3;;rw;24113;24114;;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Heizkreis 5 Estrich;WAHL;3;;rw;20772;20773;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Estrich pausiert;WAHL;3;;rw;21090;21091;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
"Heizkreis 5 Loxone Verbindungsausfall Notbetrieb 
Solltemperatur";INT;3;;rw;21091;21092;;°C;1;90;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 ;WAHL;3;;rw;20773;20774;;;;;;Nicht vorhanden;Pumpe;Mischer Radiatoren;Loxone/Modbus;Mischer FBH;;;;;;;;;;;;;;;;
Heizkreis 6 Steilheit;FLOAT;3;;rw;20774;20775;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Steilheit FBH;FLOAT;3;;rw;21092;21093;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Vorlauftemperatur Minimum;INT;3;;rw;20776;20777;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Vorlauftemperatur Minimum FBH;INT;3;;rw;21094;21095;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Vorlauftemperatur Maximum;INT;3;;rw;20777;20778;;°C;1;95;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Vorlauftemperatur Maximum FBH;INT;3;;rw;21095;21096;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Mischerlaufzeit;INT;3;;rw;20778;20779;;Sek;10;300;5;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Fernbedienung;WAHL;3;;rw;20779;20780;;;;;;Nicht vorhanden;FR25 (analog);FR35 (digital);FR40 (digital);ext. Schaltkontakt;KNX;Modbus;;;;;;;;;;;;;;
Heizkreis 6 Fernbedienung;WAHL;3;;rw;20780;20781;;;;;;mit Raumfühler;ohne Raumfühler;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Anzeige Fernbedienung;WAHL;3;;rw;20781;20782;;;;;;Boiler A;Boiler 1;Boiler 2;Boiler 3;Zentralpuffer;Boiler B;Fühler FWS;Zusatzpuffer HKM1;Zusatzpuffer HKM2;;;;;;;;;;;;
Heizkreis 6 FR40-Ansicht;BITFIELD;3;;rw;21096;21097;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 FR40-Ansicht;BITFIELD;3;;rw;23995;23996;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Raumkorr. Fernbedienung;FLOAT;3;;rw;20782;20783;;°C;-6.00;6.00;0.50;;;;;;;;;;;;;;;;;;;;;
"Heizkreis 6 Pumpenabschaltung bei
Überschreitung der Raumtemp. Raumregler";WAHL;3;;rw;21098;21099;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Eingang externer Kontakt FR25;WAHL;3;;rw;21099;21100;;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Raumkorrektur über App/Web;WAHL;3;;rw;23843;23844;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Fernleitungspumpe;WAHL;3;;rw;20784;20785;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Heizkreis 6 Sommer-Badheizen;WAHL;3;;rw;20785;20786;;;;;;Sommer-Badheizen Aus;Sommer-Badheizen Ein;Sommer-Badheizen Auto;;;;;;;;;;;;;;;;;;
Heizkreis 6 Sommer-Badheizen Puffer-Mindesttemperatur;INT;3;;rw;20786;20787;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Sommer-Badheizen Tagesuhr Mo-So;TPROG;3;;rw;20787;20788;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Sommer-Badheizen Vorlauf-Soll;INT;3;;rw;20791;20792;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Boilervorrang bei Sommer-Badheizen;WAHL;3;;rw;21100;21101;;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Fühler Sommer- Badheizen Puffer- Mindesttemperatur;WAHL;3;;rw;24114;24115;;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Heizkreis 6 Estrich;WAHL;3;;rw;20792;20793;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Estrich pausiert;WAHL;3;;rw;21101;21102;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
"Heizkreis 6 Loxone Verbindungsausfall Notbetrieb 
Solltemperatur";INT;3;;rw;21102;21103;;°C;1;90;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis A ;WAHL;3;;rw;20653;20654;;;;;;Nicht vorhanden;Pumpe;Mischer Radiatoren;Loxone/Modbus;Mischer FBH;;;;;;;;;;;;;;;;
Heizkreis A Steilheit;FLOAT;3;;rw;20654;20655;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Steilheit FBH;FLOAT;3;;rw;21026;21027;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Vorlauftemperatur Minimum;INT;3;;rw;20656;20657;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Vorlauftemperatur Minimum FBH;INT;3;;rw;21028;21029;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Vorlauftemperatur Maximum;INT;3;;rw;20657;20658;;°C;1;95;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Vorlauftemperatur Maximum FBH;INT;3;;rw;21029;21030;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Mischerlaufzeit;INT;3;;rw;20658;20659;;Sek;10;300;5;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Fernbedienung;WAHL;3;;rw;20659;20660;;;;;;Nicht vorhanden;FR25 (analog);FR35 (digital);FR40 (digital);ext. Schaltkontakt;KNX;Modbus;;;;;;;;;;;;;;
Heizkreis A Fernbedienung;WAHL;3;;rw;20660;20661;;;;;;mit Raumfühler;ohne Raumfühler;;;;;;;;;;;;;;;;;;;
Heizkreis A Anzeige Fernbedienung;WAHL;3;;rw;20661;20662;;;;;;Boiler A;Boiler 1;Boiler 2;Boiler 3;Zentralpuffer;Boiler B;Fühler FWS;Zusatzpuffer HKM1;Zusatzpuffer HKM2;;;;;;;;;;;;
Heizkreis A FR40-Ansicht;BITFIELD;3;;rw;21030;21031;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis A FR40-Ansicht;BITFIELD;3;;rw;23983;23984;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Raumkorr. Fernbedienung;FLOAT;3;;rw;20662;20663;;°C;-6.00;6.00;0.50;;;;;;;;;;;;;;;;;;;;;
"Heizkreis A Pumpenabschaltung bei
Überschreitung der Raumtemp. Raumregler";WAHL;3;;rw;21032;21033;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Heizkreis A Eingang externer Kontakt FR25;WAHL;3;;rw;21033;21034;;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
Heizkreis A Raumkorrektur über App/Web;WAHL;3;;rw;23837;23838;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Heizkreis A Fernleitungspumpe;WAHL;3;;rw;20664;20665;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Heizkreis A Sommer-Badheizen;WAHL;3;;rw;20665;20666;;;;;;Sommer-Badheizen Aus;Sommer-Badheizen Ein;Sommer-Badheizen Auto;;;;;;;;;;;;;;;;;;
Heizkreis A Sommer-Badheizen Puffer-Mindesttemperatur;INT;3;;rw;20666;20667;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Sommer-Badheizen Tagesuhr Mo-So;TPROG;3;;rw;20667;20668;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Sommer-Badheizen Vorlauf-Soll;INT;3;;rw;20671;20672;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Boilervorrang bei Sommer-Badheizen;WAHL;3;;rw;21034;21035;;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
Heizkreis A Fühler Sommer- Badheizen Puffer- Mindesttemperatur;WAHL;3;;rw;24115;24116;;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Heizkreis A Estrich;WAHL;3;;rw;20672;20673;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Heizkreis A Estrich pausiert;WAHL;3;;rw;21035;21036;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
"Heizkreis A Loxone Verbindungsausfall Notbetrieb 
Solltemperatur";INT;3;;rw;21036;21037;;°C;1;90;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis B ;WAHL;3;;rw;20793;20794;;;;;;Nicht vorhanden;Pumpe;Mischer Radiatoren;Loxone/Modbus;Mischer FBH;;;;;;;;;;;;;;;;
Heizkreis B Steilheit;FLOAT;3;;rw;20794;20795;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Steilheit FBH;FLOAT;3;;rw;21103;21104;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Vorlauftemperatur Minimum;INT;3;;rw;20796;20797;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Vorlauftemperatur Minimum FBH;INT;3;;rw;21105;21106;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Vorlauftemperatur Maximum;INT;3;;rw;20797;20798;;°C;1;95;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Vorlauftemperatur Maximum FBH;INT;3;;rw;21106;21107;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Mischerlaufzeit;INT;3;;rw;20798;20799;;Sek;10;300;5;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Fernbedienung;WAHL;3;;rw;20799;20800;;;;;;Nicht vorhanden;FR25 (analog);FR35 (digital);FR40 (digital);ext. Schaltkontakt;KNX;Modbus;;;;;;;;;;;;;;
Heizkreis B Fernbedienung;WAHL;3;;rw;20800;20801;;;;;;mit Raumfühler;ohne Raumfühler;;;;;;;;;;;;;;;;;;;
Heizkreis B Anzeige Fernbedienung;WAHL;3;;rw;20801;20802;;;;;;Boiler A;Boiler 1;Boiler 2;Boiler 3;Zentralpuffer;Boiler B;Fühler FWS;Zusatzpuffer HKM1;Zusatzpuffer HKM2;;;;;;;;;;;;
Heizkreis B FR40-Ansicht;BITFIELD;3;;rw;21107;21108;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B FR40-Ansicht;BITFIELD;3;;rw;23997;23998;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Raumkorr. Fernbedienung;FLOAT;3;;rw;20802;20803;;°C;-6.00;6.00;0.50;;;;;;;;;;;;;;;;;;;;;
"Heizkreis B Pumpenabschaltung bei
Überschreitung der Raumtemp. Raumregler";WAHL;3;;rw;20804;20805;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Heizkreis B Eingang externer Kontakt FR25;WAHL;3;;rw;21109;21110;;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
Heizkreis B Raumkorrektur über App/Web;WAHL;3;;rw;23844;23845;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Heizkreis B Fernleitungspumpe;WAHL;3;;rw;20805;20806;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Heizkreis B Sommer-Badheizen;WAHL;3;;rw;20806;20807;;;;;;Sommer-Badheizen Aus;Sommer-Badheizen Ein;Sommer-Badheizen Auto;;;;;;;;;;;;;;;;;;
Heizkreis B Sommer-Badheizen Puffer-Mindesttemperatur;INT;3;;rw;20807;20808;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Sommer-Badheizen Tagesuhr Mo-So;TPROG;3;;rw;20808;20809;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Sommer-Badheizen Vorlauf-Soll;INT;3;;rw;20812;20813;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Boilervorrang bei Sommer-Badheizen;WAHL;3;;rw;21110;21111;;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
Heizkreis B Fühler Sommer- Badheizen Puffer- Mindesttemperatur;WAHL;3;;rw;24116;24117;;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Heizkreis B Estrich;WAHL;3;;rw;20813;20814;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Heizkreis B Estrich pausiert;WAHL;3;;rw;21111;21112;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
"Heizkreis B Loxone Verbindungsausfall Notbetrieb 
Solltemperatur";INT;3;;rw;21112;21113;;°C;1;90;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Heizkreispuffern;WAHL;3;;rw;21863;21864;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Estrich Anzahl Temperaturphasen (alle HK);INT;3;;rw;21113;21114;;;1;18;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21114;21115;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21115;21116;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21116;21117;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21117;21118;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21118;21119;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21119;21120;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21120;21121;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21121;21122;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21122;21123;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21123;21124;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21124;21125;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21125;21126;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21126;21127;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21127;21128;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21128;21129;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21129;21130;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21130;21131;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21131;21132;;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21132;21133;;Tage;1;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21133;21134;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21134;21135;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21135;21136;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21136;21137;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21137;21138;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21138;21139;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21139;21140;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21140;21141;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21141;21142;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21142;21143;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21143;21144;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21144;21145;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21145;21146;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21146;21147;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21147;21148;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21148;21149;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21149;21150;;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Estrich Hysterese (alle HK);INT;3;;rw;21150;21151;;K;0;10;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Estrich Infomeldung Temperatur nicht erreicht ausgeben (0=inaktiv);INT;3;;rw;24108;24109;;h;0;96;1;;;;;;;;;;;;;;;;;;;;;
Boiler 1 ;WAHL;3;;rw;20829;20830;;;;;;Nicht vorhanden;Vorhanden;Loxone/Modbus;;;;;;;;;;;;;;;;;;
Boiler 1 Boilertemperatur Schaltdifferenz;INT;3;;rw;20830;20831;;°C;1;40;1;;;;;;;;;;;;;;;;;;;;;
Boiler 1 Boilertemperatur Minimum;INT;3;;rw;20831;20832;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Boiler 1 Legionellenschutz;WAHL;3;;rw;20832;20833;;(0) Aus;(1) Ein;;;;;;;;;;;;;;;;;;;;;;;
Boiler 1 Legionellenschutz Solltemperatur;INT;3;;rw;20833;20834;;°C;10;75;1;;;;;;;;;;;;;;;;;;;;;
Boiler 1 Legionellenschutz Wochenprogramm;WPROG;3;;rw;20834;20835;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler 1 Fernleitungspumpe;WAHL;3;;rw;20839;20840;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Boiler 1 Zirkulationspumpe;WAHL;3;;rw;20840;20841;;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
Boiler 1 Zirkulationspumpe Laufzeit;INT;3;;rw;20841;20842;;Sek;10;900;10;;;;;;;;;;;;;;;;;;;;;
Boiler 1 Zirkulationspumpe Stillstandszeit;INT;3;;rw;20842;20843;;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
Boiler 1 Zirkulationspumpe starten;WAHL;3;;rw;23442;23443;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
