Synonym;Kategorie;Gate;Gate-aktiv-bei;Basis;Beschreibung;Typ;Registertyp lesen;Registertyp schreiben;rw;Adresse;Register;Multiplikator;Unit;Min;Max;Inc;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
5;heizkreis_1;A1;1,2,3,4;;Heizkreis 1 Absenk-Raumtemperatur;FLOAT;3;;rw;20184;20185;1;°C;8.00;24.00;0.50;;;;;;;;;;;;;;;;;;;;;
6;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Tagesuhr Mo-So;TPROG;3;16;rw;20186;20187;1;;;;;;;;;;;;;;;;;;;;;;;;;
6a;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Wochenuhr;WPROG;3;16;rw;20190;20191;1;;;;;;;;;;;;;;;;;;;;;;;;;
6b;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Wochenuhr;WPROG;3;16;rw;20195;20196;1;;;;;;;;;;;;;;;;;;;;;;;;;
6c;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Wochenuhr;WPROG;3;16;rw;20200;20201;1;;;;;;;;;;;;;;;;;;;;;;;;;
6d;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Wochenuhr;WPROG;3;16;rw;20205;20206;1;;;;;;;;;;;;;;;;;;;;;;;;;
6e;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Wochenuhr;WPROG;3;16;rw;20210;20211;1;;;;;;;;;;;;;;;;;;;;;;;;;
6f;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Wochenuhr;WPROG;3;16;rw;20215;20216;1;;;;;;;;;;;;;;;;;;;;;;;;;
6g;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Wochenuhr;WPROG;3;16;rw;20220;20221;1;;;;;;;;;;;;;;;;;;;;;;;;;
7;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Tages-Raumtemperatur;FLOAT;3;;rw;20225;20226;1;°C;14.00;26.00;0.50;;;;;;;;;;;;;;;;;;;;;
8;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Absenk-Raumtemperatur;FLOAT;3;;rw;20227;20228;1;°C;8.00;24.00;0.50;;;;;;;;;;;;;;;;;;;;;
HP1;boiler_a;B31;1,2;;Boiler A Tagesuhr Mo-So;TPROG;3;16;rw;20008;20009;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP1a;boiler_a;B31;1,2;;Boiler A Wochenuhr;WPROG;3;16;rw;20012;20013;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP1b;boiler_a;B31;1,2;;Boiler A Wochenuhr;WPROG;3;16;rw;20017;20018;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP1c;boiler_a;B31;1,2;;Boiler A Wochenuhr;WPROG;3;16;rw;20022;20023;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP1d;boiler_a;B31;1,2;;Boiler A Wochenuhr;WPROG;3;16;rw;20027;20028;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP1e;boiler_a;B31;1,2;;Boiler A Wochenuhr;WPROG;3;16;rw;20032;20033;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP1f;boiler_a;B31;1,2;;Boiler A Wochenuhr;WPROG;3;16;rw;20037;20038;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP1g;boiler_a;B31;1,2;;Boiler A Wochenuhr;WPROG;3;16;rw;20042;20043;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP2;boiler_a;B31;1,2;;Boiler A Solltemperatur;INT;3;;rw;20047;20048;1;°C;10;84;1;;;;;;;;;;;;;;;;;;;;;
HP2a;boiler_a;B31;1,2;;Boiler A Zirkulationspumpe;TPROG;3;16;rw;20052;20053;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP3;heizkreis_a;A61;1,2,3,4;;Heizkreis A Tagesuhr Mo-So;TPROG;3;16;rw;20056;20057;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP3a;heizkreis_a;A61;1,2,3,4;;Heizkreis A Wochenuhr;WPROG;3;16;rw;20060;20061;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP3b;heizkreis_a;A61;1,2,3,4;;Heizkreis A Wochenuhr;WPROG;3;16;rw;20065;20066;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP3c;heizkreis_a;A61;1,2,3,4;;Heizkreis A Wochenuhr;WPROG;3;16;rw;20070;20071;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP3d;heizkreis_a;A61;1,2,3,4;;Heizkreis A Wochenuhr;WPROG;3;16;rw;20075;20076;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP3e;heizkreis_a;A61;1,2,3,4;;Heizkreis A Wochenuhr;WPROG;3;16;rw;20080;20081;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP3f;heizkreis_a;A61;1,2,3,4;;Heizkreis A Wochenuhr;WPROG;3;16;rw;20085;20086;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP3g;heizkreis_a;A61;1,2,3,4;;Heizkreis A Wochenuhr;WPROG;3;16;rw;20090;20091;1;;;;;;;;;;;;;;;;;;;;;;;;;
HP4;heizkreis_a;A61;1,2,3,4;;Heizkreis A Tages-Raumtemperatur;FLOAT;3;;rw;20095;20096;1;°C;14.00;26.00;0.50;;;;;;;;;;;;;;;;;;;;;
HP5;heizkreis_a;A61;1,2,3,4;;Heizkreis A Absenk-Raumtemperatur;FLOAT;3;;rw;20097;20098;1;°C;8.00;24.00;0.50;;;;;;;;;;;;;;;;;;;;;
H1;boiler_2;B11;1,2;;Boiler 2 Tagesuhr Mo-So;TPROG;3;16;rw;20229;20230;1;;;;;;;;;;;;;;;;;;;;;;;;;
H1a;boiler_2;B11;1,2;;Boiler 2 Wochenuhr;WPROG;3;16;rw;20233;20234;1;;;;;;;;;;;;;;;;;;;;;;;;;
H1b;boiler_2;B11;1,2;;Boiler 2 Wochenuhr;WPROG;3;16;rw;20238;20239;1;;;;;;;;;;;;;;;;;;;;;;;;;
H1c;boiler_2;B11;1,2;;Boiler 2 Wochenuhr;WPROG;3;16;rw;20243;20244;1;;;;;;;;;;;;;;;;;;;;;;;;;
H1d;boiler_2;B11;1,2;;Boiler 2 Wochenuhr;WPROG;3;16;rw;20248;20249;1;;;;;;;;;;;;;;;;;;;;;;;;;
H1e;boiler_2;B11;1,2;;Boiler 2 Wochenuhr;WPROG;3;16;rw;20253;20254;1;;;;;;;;;;;;;;;;;;;;;;;;;
H1f;boiler_2;B11;1,2;;Boiler 2 Wochenuhr;WPROG;3;16;rw;20258;20259;1;;;;;;;;;;;;;;;;;;;;;;;;;
H1g;boiler_2;B11;1,2;;Boiler 2 Wochenuhr;WPROG;3;16;rw;20263;20264;1;;;;;;;;;;;;;;;;;;;;;;;;;
H2;boiler_2;B11;1,2;;Boiler 2 Solltemperatur;INT;3;;rw;20268;20269;1;°C;10;84;1;;;;;;;;;;;;;;;;;;;;;
H2a;boiler_2;B11;1,2;;Boiler 2 Zirkulationspumpe;TPROG;3;16;rw;20269;20270;1;;;;;;;;;;;;;;;;;;;;;;;;;
H3;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Tagesuhr Mo-So;TPROG;3;16;rw;20327;20328;1;;;;;;;;;;;;;;;;;;;;;;;;;
H3a;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Wochenuhr;WPROG;3;16;rw;20331;20332;1;;;;;;;;;;;;;;;;;;;;;;;;;
H3b;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Wochenuhr;WPROG;3;16;rw;20336;20337;1;;;;;;;;;;;;;;;;;;;;;;;;;
H3c;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Wochenuhr;WPROG;3;16;rw;20341;20342;1;;;;;;;;;;;;;;;;;;;;;;;;;
H3d;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Wochenuhr;WPROG;3;16;rw;20346;20347;1;;;;;;;;;;;;;;;;;;;;;;;;;
H3e;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Wochenuhr;WPROG;3;16;rw;20351;20352;1;;;;;;;;;;;;;;;;;;;;;;;;;
H3f;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Wochenuhr;WPROG;3;16;rw;20356;20357;1;;;;;;;;;;;;;;;;;;;;;;;;;
H3g;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Wochenuhr;WPROG;3;16;rw;20361;20362;1;;;;;;;;;;;;;;;;;;;;;;;;;
H4;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Tages-Raumtemperatur;FLOAT;3;;rw;20366;20367;1;°C;14.00;26.00;0.50;;;;;;;;;;;;;;;;;;;;;
H5;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Absenk-Raumtemperatur;FLOAT;3;;rw;20368;20369;1;°C;8.00;24.00;0.50;;;;;;;;;;;;;;;;;;;;;
H6;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Tagesuhr Mo-So;TPROG;3;16;rw;20370;20371;1;;;;;;;;;;;;;;;;;;;;;;;;;
H6a;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Wochenuhr;WPROG;3;16;rw;20374;20375;1;;;;;;;;;;;;;;;;;;;;;;;;;
H6b;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Wochenuhr;WPROG;3;16;rw;20379;20380;1;;;;;;;;;;;;;;;;;;;;;;;;;
H6c;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Wochenuhr;WPROG;3;16;rw;20384;20385;1;;;;;;;;;;;;;;;;;;;;;;;;;
H6d;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Wochenuhr;WPROG;3;16;rw;20389;20390;1;;;;;;;;;;;;;;;;;;;;;;;;;
H6e;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Wochenuhr;WPROG;3;16;rw;20394;20395;1;;;;;;;;;;;;;;;;;;;;;;;;;
H6f;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Wochenuhr;WPROG;3;16;rw;20399;20400;1;;;;;;;;;;;;;;;;;;;;;;;;;
H6g;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Wochenuhr;WPROG;3;16;rw;20404;20405;1;;;;;;;;;;;;;;;;;;;;;;;;;
H7;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Tages-Raumtemperatur;FLOAT;3;;rw;20409;20410;1;°C;14.00;26.00;0.50;;;;;;;;;;;;;;;;;;;;;
H8;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Absenk-Raumtemperatur;FLOAT;3;;rw;20411;20412;1;°C;8.00;24.00;0.50;;;;;;;;;;;;;;;;;;;;;
H11;boiler_3;B21;1,2;;Boiler 3 Tagesuhr Mo-So;TPROG;3;16;rw;20283;20284;1;;;;;;;;;;;;;;;;;;;;;;;;;
H11a;boiler_3;B21;1,2;;Boiler 3 Wochenuhr;WPROG;3;16;rw;20287;20288;1;;;;;;;;;;;;;;;;;;;;;;;;;
H11b;boiler_3;B21;1,2;;Boiler 3 Wochenuhr;WPROG;3;16;rw;20292;20293;1;;;;;;;;;;;;;;;;;;;;;;;;;
H11c;boiler_3;B21;1,2;;Boiler 3 Wochenuhr;WPROG;3;16;rw;20297;20298;1;;;;;;;;;;;;;;;;;;;;;;;;;
H11d;boiler_3;B21;1,2;;Boiler 3 Wochenuhr;WPROG;3;16;rw;20302;20303;1;;;;;;;;;;;;;;;;;;;;;;;;;
H11e;boiler_3;B21;1,2;;Boiler 3 Wochenuhr;WPROG;3;16;rw;20307;20308;1;;;;;;;;;;;;;;;;;;;;;;;;;
H11f;boiler_3;B21;1,2;;Boiler 3 Wochenuhr;WPROG;3;16;rw;20312;20313;1;;;;;;;;;;;;;;;;;;;;;;;;;
H11g;boiler_3;B21;1,2;;Boiler 3 Wochenuhr;WPROG;3;16;rw;20317;20318;1;;;;;;;;;;;;;;;;;;;;;;;;;
H12;boiler_3;B21;1,2;;Boiler 3 Solltemperatur;INT;3;;rw;20322;20323;1;°C;10;84;1;;;;;;;;;;;;;;;;;;;;;
H12a;boiler_3;B21;1,2;;Boiler 3 Zirkulationspumpe;TPROG;3;16;rw;20323;20324;1;;;;;;;;;;;;;;;;;;;;;;;;;
H13;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Tagesuhr Mo-So;TPROG;3;16;rw;20413;20414;1;;;;;;;;;;;;;;;;;;;;;;;;;
H13a;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Wochenuhr;WPROG;3;16;rw;20417;20418;1;;;;;;;;;;;;;;;;;;;;;;;;;
H13b;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Wochenuhr;WPROG;3;16;rw;20422;20423;1;;;;;;;;;;;;;;;;;;;;;;;;;
H13c;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Wochenuhr;WPROG;3;16;rw;20427;20428;1;;;;;;;;;;;;;;;;;;;;;;;;;
H13d;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Wochenuhr;WPROG;3;16;rw;20432;20433;1;;;;;;;;;;;;;;;;;;;;;;;;;
H13e;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Wochenuhr;WPROG;3;16;rw;20437;20438;1;;;;;;;;;;;;;;;;;;;;;;;;;
H13f;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Wochenuhr;WPROG;3;16;rw;20442;20443;1;;;;;;;;;;;;;;;;;;;;;;;;;
H13g;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Wochenuhr;WPROG;3;16;rw;20447;20448;1;;;;;;;;;;;;;;;;;;;;;;;;;
H14;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Tages-Raumtemperatur;FLOAT;3;;rw;20452;20453;1;°C;14.00;26.00;0.50;;;;;;;;;;;;;;;;;;;;;
H15;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Absenk-Raumtemperatur;FLOAT;3;;rw;20454;20455;1;°C;8.00;24.00;0.50;;;;;;;;;;;;;;;;;;;;;
H16;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Tagesuhr Mo-So;TPROG;3;16;rw;20456;20457;1;;;;;;;;;;;;;;;;;;;;;;;;;
H16a;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Wochenuhr;WPROG;3;16;rw;20460;20461;1;;;;;;;;;;;;;;;;;;;;;;;;;
H16b;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Wochenuhr;WPROG;3;16;rw;20465;20466;1;;;;;;;;;;;;;;;;;;;;;;;;;
H16c;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Wochenuhr;WPROG;3;16;rw;20470;20471;1;;;;;;;;;;;;;;;;;;;;;;;;;
H16d;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Wochenuhr;WPROG;3;16;rw;20475;20476;1;;;;;;;;;;;;;;;;;;;;;;;;;
H16e;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Wochenuhr;WPROG;3;16;rw;20480;20481;1;;;;;;;;;;;;;;;;;;;;;;;;;
H16f;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Wochenuhr;WPROG;3;16;rw;20485;20486;1;;;;;;;;;;;;;;;;;;;;;;;;;
H16g;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Wochenuhr;WPROG;3;16;rw;20490;20491;1;;;;;;;;;;;;;;;;;;;;;;;;;
H17;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Tages-Raumtemperatur;FLOAT;3;;rw;20495;20496;1;°C;14.00;26.00;0.50;;;;;;;;;;;;;;;;;;;;;
H18;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Absenk-Raumtemperatur;FLOAT;3;;rw;20497;20498;1;°C;8.00;24.00;0.50;;;;;;;;;;;;;;;;;;;;;
H21;boiler_b;B41;1,2;;Boiler B Tagesuhr Mo-So;TPROG;3;16;rw;20499;20500;1;;;;;;;;;;;;;;;;;;;;;;;;;
H21a;boiler_b;B41;1,2;;Boiler B Wochenuhr;WPROG;3;16;rw;20503;20504;1;;;;;;;;;;;;;;;;;;;;;;;;;
H21b;boiler_b;B41;1,2;;Boiler B Wochenuhr;WPROG;3;16;rw;20508;20509;1;;;;;;;;;;;;;;;;;;;;;;;;;
H21c;boiler_b;B41;1,2;;Boiler B Wochenuhr;WPROG;3;16;rw;20513;20514;1;;;;;;;;;;;;;;;;;;;;;;;;;
H21d;boiler_b;B41;1,2;;Boiler B Wochenuhr;WPROG;3;16;rw;20518;20519;1;;;;;;;;;;;;;;;;;;;;;;;;;
H21e;boiler_b;B41;1,2;;Boiler B Wochenuhr;WPROG;3;16;rw;20523;20524;1;;;;;;;;;;;;;;;;;;;;;;;;;
H21f;boiler_b;B41;1,2;;Boiler B Wochenuhr;WPROG;3;16;rw;20528;20529;1;;;;;;;;;;;;;;;;;;;;;;;;;
H21g;boiler_b;B41;1,2;;Boiler B Wochenuhr;WPROG;3;16;rw;20533;20534;1;;;;;;;;;;;;;;;;;;;;;;;;;
H22;boiler_b;B41;1,2;;Boiler B Solltemperatur;INT;3;;rw;20538;20539;1;°C;10;84;1;;;;;;;;;;;;;;;;;;;;;
H22a;boiler_b;B41;1,2;;Boiler B Zirkulationspumpe;TPROG;3;16;rw;20539;20540;1;;;;;;;;;;;;;;;;;;;;;;;;;
H23;heizkreis_b;A71;1,2,3,4;;Heizkreis B Tagesuhr Mo-So;TPROG;3;16;rw;20543;20544;1;;;;;;;;;;;;;;;;;;;;;;;;;
H23a;heizkreis_b;A71;1,2,3,4;;Heizkreis B Wochenuhr;WPROG;3;16;rw;20547;20548;1;;;;;;;;;;;;;;;;;;;;;;;;;
H23b;heizkreis_b;A71;1,2,3,4;;Heizkreis B Wochenuhr;WPROG;3;16;rw;20552;20553;1;;;;;;;;;;;;;;;;;;;;;;;;;
H23c;heizkreis_b;A71;1,2,3,4;;Heizkreis B Wochenuhr;WPROG;3;16;rw;20557;20558;1;;;;;;;;;;;;;;;;;;;;;;;;;
H23d;heizkreis_b;A71;1,2,3,4;;Heizkreis B Wochenuhr;WPROG;3;16;rw;20562;20563;1;;;;;;;;;;;;;;;;;;;;;;;;;
H23e;heizkreis_b;A71;1,2,3,4;;Heizkreis B Wochenuhr;WPROG;3;16;rw;20567;20568;1;;;;;;;;;;;;;;;;;;;;;;;;;
H23f;heizkreis_b;A71;1,2,3,4;;Heizkreis B Wochenuhr;WPROG;3;16;rw;20572;20573;1;;;;;;;;;;;;;;;;;;;;;;;;;
H23g;heizkreis_b;A71;1,2,3,4;;Heizkreis B Wochenuhr;WPROG;3;16;rw;20577;20578;1;;;;;;;;;;;;;;;;;;;;;;;;;
H24;heizkreis_b;A71;1,2,3,4;;Heizkreis B Tages-Raumtemperatur;FLOAT;3;;rw;20582;20583;1;°C;14.00;26.00;0.50;;;;;;;;;;;;;;;;;;;;;
H25;heizkreis_b;A71;1,2,3,4;;Heizkreis B Absenk-Raumtemperatur;FLOAT;3;;rw;20584;20585;1;°C;8.00;24.00;0.50;;;;;;;;;;;;;;;;;;;;;
X1;frischwasser;;;;Tagesuhr Warmwasserbereitung FWS;TPROG;3;16;rw;20966;20967;1;;;;;;;;;;;;;;;;;;;;;;;;;
X1a;frischwasser;;;;Wochenuhr Warmwasserbereitung FWS;WPROG;3;16;rw;20970;20971;1;;;;;;;;;;;;;;;;;;;;;;;;;
X1b;frischwasser;;;;Wochenuhr Warmwasserbereitung FWS;WPROG;3;16;rw;20975;20976;1;;;;;;;;;;;;;;;;;;;;;;;;;
X1c;frischwasser;;;;Wochenuhr Warmwasserbereitung FWS;WPROG;3;16;rw;20980;20981;1;;;;;;;;;;;;;;;;;;;;;;;;;
X1d;frischwasser;;;;Wochenuhr Warmwasserbereitung FWS;WPROG;3;16;rw;20985;20986;1;;;;;;;;;;;;;;;;;;;;;;;;;
X1e;frischwasser;;;;Wochenuhr Warmwasserbereitung FWS;WPROG;3;16;rw;20990;20991;1;;;;;;;;;;;;;;;;;;;;;;;;;
X1f;frischwasser;;;;Wochenuhr Warmwasserbereitung FWS;WPROG;3;16;rw;20995;20996;1;;;;;;;;;;;;;;;;;;;;;;;;;
X1g;frischwasser;;;;Wochenuhr Warmwasserbereitung FWS;WPROG;3;16;rw;21000;21001;1;;;;;;;;;;;;;;;;;;;;;;;;;
X2;frischwasser;;;;Frischwasserstation Auslauf-Solltemperatur Kaskade;INT;3;;rw;21005;21006;1;°C;45;70;1;;;;;;;;;;;;;;;;;;;;;
X4;frischwasser_1;B106;1;;Frischwasserstation 1 Auslauf-Solltemperatur;INT;3;;rw;21006;21007;1;°C;45;70;1;;;;;;;;;;;;;;;;;;;;;
X4a;frischwasser_1;B107;1,2;;FWS 1 Zirkulationspumpe Zirkulationspumpe;TPROG;3;16;rw;21007;21008;1;;;;;;;;;;;;;;;;;;;;;;;;;
X5;frischwasser_2;B109;1;;Frischwasserstation 2 Auslauf-Solltemperatur;INT;3;;rw;21011;21012;1;°C;45;70;1;;;;;;;;;;;;;;;;;;;;;
X5a;frischwasser_2;B110;1,2;;FWS 2 Zirkulationspumpe Zirkulationspumpe;TPROG;3;16;rw;21012;21013;1;;;;;;;;;;;;;;;;;;;;;;;;;
X6;frischwasser_3;B112;1;;Frischwasserstation 3 Auslauf-Solltemperatur;INT;3;;rw;21016;21017;1;°C;45;70;1;;;;;;;;;;;;;;;;;;;;;
X6a;frischwasser_3;B113;1,2;;FWS 3 Zirkulationspumpe Zirkulationspumpe;TPROG;3;16;rw;21017;21018;1;;;;;;;;;;;;;;;;;;;;;;;;;
X7;frischwasser_4;B115;1;;Frischwasserstation 4 Auslauf-Solltemperatur;INT;3;;rw;21021;21022;1;°C;45;70;1;;;;;;;;;;;;;;;;;;;;;
X7a;frischwasser_4;B116;1,2;;FWS 4 Zirkulationspumpe Zirkulationspumpe;TPROG;3;16;rw;21022;21023;1;;;;;;;;;;;;;;;;;;;;;;;;;
11;witterung;;;;Alle Heizkreise Aus über Außentemperatur;INT;3;;rw;20586;20587;1;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
11a;heizkreis_1;A1;1,2,3,4;;Heizkreis 1 Heizung Aus über Außentemperatur;INT;3;;rw;20588;20589;1;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
11b;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Heizung Aus über Außentemperatur;INT;3;;rw;20590;20591;1;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
11c;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Heizung Aus über Außentemperatur;INT;3;;rw;20592;20593;1;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
11d;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Heizung Aus über Außentemperatur;INT;3;;rw;20594;20595;1;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
11e;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Heizung Aus über Außentemperatur;INT;3;;rw;20596;20597;1;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
11f;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Heizung Aus über Außentemperatur;INT;3;;rw;20598;20599;1;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
11g;witterung;;;;Externer HK Aus über Außentemperatur;INT;3;;rw;20600;20601;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
11h;heizkreis_a;A61;1,2,3,4;;Heizkreis A Heizung Aus über Außentemperatur;INT;3;;rw;20601;20602;1;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
11i;heizkreis_b;A71;1,2,3,4;;Heizkreis B Heizung Aus über Außentemperatur;INT;3;;rw;20603;20604;1;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
12;system;;;;Alle Heizkreise Aus bei Tagabsenkung;INT;3;;rw;20605;20606;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
12a;heizkreis_1;A1;1,2,3,4;;Heizkreis 1 Heizung Aus bei Tagabsenkung;INT;3;;rw;20607;20608;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
12b;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Heizung Aus bei Tagabsenkung;INT;3;;rw;20609;20610;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
12c;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Heizung Aus bei Tagabsenkung;INT;3;;rw;20611;20612;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
12d;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Heizung Aus bei Tagabsenkung;INT;3;;rw;20613;20614;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
12e;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Heizung Aus bei Tagabsenkung;INT;3;;rw;20615;20616;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
12f;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Heizung Aus bei Tagabsenkung;INT;3;;rw;20617;20618;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
12g;heizkreis_a;A61;1,2,3,4;;Heizkreis A Heizung Aus bei Tagabsenkung;INT;3;;rw;20619;20620;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
12h;heizkreis_b;A71;1,2,3,4;;Heizkreis B Heizung Aus bei Tagabsenkung;INT;3;;rw;20621;20622;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
13;system;;;;Alle Heizkreise Aus bei Nachtabsenkung;INT;3;;rw;20623;20624;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
13a;heizkreis_1;A1;1,2,3,4;;Heizkreis 1 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20625;20626;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
13b;heizkreis_2;A11;1,2,3,4;;Heizkreis 2 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20627;20628;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
13c;heizkreis_3;A21;1,2,3,4;;Heizkreis 3 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20629;20630;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
13d;heizkreis_4;A31;1,2,3,4;;Heizkreis 4 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20631;20632;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
13e;heizkreis_5;A41;1,2,3,4;;Heizkreis 5 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20633;20634;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
13f;heizkreis_6;A51;1,2,3,4;;Heizkreis 6 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20635;20636;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
13g;heizkreis_a;A61;1,2,3,4;;Heizkreis A Heizung Aus bei Nachtabsenkung;INT;3;;rw;20637;20638;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
13h;heizkreis_b;A71;1,2,3,4;;Heizkreis B Heizung Aus bei Nachtabsenkung;INT;3;;rw;20639;20640;1;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
14;kessel;D4;1;;Füllen automatisch und bei Saugzeiten;TPROG;3;16;rw;21853;21854;1;;;;;;;;;;;;;;;;;;;;;;;;;
14a;kessel;D4;1;;Füllen automatisch und bei Saugzeiten;TPROG;3;16;rw;21857;21858;1;;;;;;;;;;;;;;;;;;;;;;;;;
14b;kessel;D4;1;;Füllen automatisch und bei Saugzeiten;TPROG;3;16;rw;21887;21888;1;;;;;;;;;;;;;;;;;;;;;;;;;
15;system;;;;Urlaubsschaltung;WAHL;3;;rw;20641;20642;1;;;;;Frostschutz;Inaktiv;Absenken;;;;;;;;;;;;;;;;;;
